text,sentiment
Bus e bas onno rokom cupai gelo 🥳,positive
ei ar ki faltu hoilo na 👎,negative
Class er ghatiya atkeeee gelam ❌ 😂,negative
bazar e heavy enjoy korlam 🙌,positive
Ajker bakwas chinta hocche ❌ 🙄,negative
Bus e ghatiya hoilo na 😂,negative
traffic ta eta to faka hoilo na 😞,negative
Laptop ta mind blowing enjoy korlam 🔥,positive
Result ta bas just okay mathay nai 😅,neutral
laptop ta asolei zero level baje lagse 😞,negative
Boss er eta to annoying khub khrp 😭 :),negative
gaan ta ekdom level up hise ...,positive
Friend ra disgusting atke gelam,negative
khawa ta temon bhalo na hoy 😂,neutral
eid er plan zero level khb khrp 💔,negative
weather ta thik thak mathay nai!!,neutral
Family te jossh pelam 🙄,positive
Friend ra mone hoy slow khoob kharaaap 😭 😅,negative
Coding ta mone hoy thik e ache asol,neutral
assignment ta ok ache hoy 😅,neutral
Friend ra annoyinggg atke gelam???,negative
gaan ta sotti fire cupai gelo ...,positive
Class er moderate choltese 😅,neutral
movie ta lit chilo ✨ 🙄,positive
Assignment ta ar ki matha betha atke gelam ...,negative
Khawa ta vibe ta chalai neya jay choltese ...,neutral
exam er vibe ta mojadar pelam 🔥,positive
Oir ar ki thik e ache thaake,neutral
movie ta mind blowing enjoy korlam 🥳,positive
Result ta birokto baje lagse,negative
result ta agoon enjoy korlam 🥰,positive
Review ta bas disgusting atke gelam 😞,negative
Gaan ta puro annoying gelo,negative
Family te ok ache hoy,neutral
ajkerrrrr sotti awesome hoise 💥 🙄,positive
sokal ta puro adhure hoilo na 👎 😅,negative
Ei level up hoyeche 🥳,positive
Ei ekdom average kora hoy nai,neutral
Class er mama slow hoilo na 😡!!,negative
internet ta ekdom faka hoye gelo 💔 🙄,negative
Result ta tension er hoilo na,negative
Traffic ta slow atke gelam :),negative
bazar e ki bolbo kono rokom mathay nai,neutral
Friend ra ar ki mojadar chilo ✨,positive
Laptop ta zero level khuuub kharap???,negative
laptop ta mama extreme palam :),positive
Family te vabi nai lit palam 🥳,positive
Job ta shunlam average mathay nai 🙄,neutral
Vibe ta ekdom ghatiya hoye gelo 🙄,negative
ajker kopa pelam ❤️,positive
chayer adda ta eta to brilliant enjoy korlam 🙌 ...,positive
Khawa ta khb ok ache kora hoy nai 😂,neutral
movie ta disgusting chinta hocche 😞,negative
gaan ta khub thik thak mathay nai,neutral
bus e matha nosto kharaaapppp khoob kharaaap 🤮,negative
Boss er top class enjoy korlam 😍 😅,positive
Movie ta thik e ache choltese,neutral
Ei bas onno rokom hoise 💥,positive
Family te disgusting gelo,negative
Job ta dekhi normal thaake 😂,neutral
Exam er boring hoye gelo,negative
Laptop ta sotti chalai neya jay asol,neutral
Friend ra bas matha betha khb kharap 😭,negative
Review ta darun dekha jabe 💥,positive
oir parlam na hoilo na 😂,negative
ajker ar ki zero level hoye gelo 💔,negative
Weather ta tension er khuuub kharap,negative
Class er awesome laglo 🥰 🙄,positive
Oir khb level up hoyeche 😍,positive
job ta valoo cupai gelo ✨,positive
friend ra ki bolbo jossh laglo,positive
amar ki bolbo slow hoye gelo 😞,negative
oir eta to level up chilo ✅ :),positive
exam er ekdom fresh pelam 🥳 😅,positive
boss er top class hoisechilo 💥,positive
Ei shanti palam 🔥,positive
amar mama ghatiya hoye gelo 💔,negative
movie ta mama jossh laglo :),positive
Amar slow hoye gelo,negative
brother er bas common kora hoy nai 😂,neutral
Result ta ekdom ghorator hoye gelo 😞,negative
Traffic ta ki bolbo faka atke gelam 🤬,negative
Match ta onekkkta average mathay nai,neutral
Internet ta shunlam average thaake ...,neutral
Weather ta vabi nai annoying hoye gelo ❌ :),negative
review ta brilliant pelam,positive
Match ta fireee hoise 🙌 😅,positive
Friend ra khuuub parlam na hoye gelo 😭,negative
eid er plannnnnn dekhi moderate thaake,neutral
Exam er khub tension er hoilo na 💔,negative
Boss er level up enjoy korlam 😅,positive
result ta just okay asol 😂,neutral
friend ra brilliant hoisechilo 🔥,positive
Oir vibe ta awesome pelam 🥳,positive
amar bakwas hoilo na 😞 😅,negative
Friend ra dekhi kopa dekha jabe 💥,positive
family te ok ache choltese,neutral
Eid er plan irritating atke gelam ❌ ...,negative
Eid er plan slow baje lagse 😡!!,negative
Review ta ekdom so-so thaake :),neutral
Match ta darun enjoy korlam!!,positive
laptop ta ki bolbo moderate asol,neutral
Laptop ta vibe ta brilliant cupai gelo 🥳,positive
Review ta annoying chinta hocche???,negative
laptoppppp ta sotti birokto gelo,negative
gaan ta heavy hoisechilo 🥳,positive
Sokal ta ar ki thik thak choltese,neutral
laptop ta dekhi irritating atke gelam 💔 🙄,negative
familyyyyyy te just okay choltese,neutral
bus e onkta faltu hoye gelo,negative
amar puro so-so kora hoy nai 😅,neutral
Internet ta ekdom ekdom ghorator khb kharaaap,negative
Ei bas bakwas khb kharaaap ❌,negative
Coding ta bas so-so mathay nai,neutral
Brother er chalai neya jay mathay nai,neutral
Phone ta lit pelam ✨ 😅,positive
bus e ekdom brilliant pelam 🙌,positive
Job ta ki bolbo lit cupai gelo ✨,positive
vibe ta puro parlam na khub kharaaap :),negative
Brother er so-so choltese,neutral
Movie ta extreme laglo 😂,positive
Ei dekhi thik e ache choltese 😂,neutral
Weather ta thik thak asol 😂,neutral
Ei vabi nai extreme palam 🥰???,positive
job ta brilliant dekha jabe :),positive
eid er plan useless gelo,negative
traffic ta mama fatafati palam,positive
family te sotti faltu chinta hocche 😭 😅,negative
Exam er asolei boring atke gelam 👎 😂,negative
boss er shunlam annoying gelo 🤬,negative
Job ta ki bolbo brilliant enjoy korlam,positive
bazar e matha betha gelo 🤬 😂,negative
Brother er chomokdar palam 🥳,positive
sokal ta slow gelo 😭,negative
Bus e bas moderate kora hoy nai 😅,neutral
Exam er so-so thaake,neutral
Gaan ta vabi nai temon valoo na hoy,neutral
amar eta to tension er chinta hocche 😡 ...,negative
gaan ta sotti normal kora hoy nai,neutral
Traffic ta ekdom adhure chinta hocche,negative
Traffic ta thik thak mathay nai 😂,neutral
Review ta vabi nai irritating khub kharap 🤮 🙄,negative
Movie ta ghatiya atke gelam 😂,negative
laptop ta shunlam shanti laglo ✅,positive
Khawa ta top class pelam 🔥 😂,positive
chayer adda ta onekhta ekdom ghorator khoob kharap 😡,negative
Amar chalai neya jay thaake :),neutral
Phone ta brilliant dekha jabe 🙌 😅,positive
friend ra disgusting hoilo na 😭 :),negative
weather ta ki bolbo zero level atke gelam 😞,negative
internet ta mone hoy kopa pelam 🥰,positive
Ajker matha betha hoilo na 😞 🙄,negative
Family te boring gelo 🤮 ...,negative
Friend ra zero level khub khrp,negative
Bazar e onekkkta chomokdar enjoy korlam 😅,positive
assignment ta ar ki just okay mathay nai ...,neutral
Laptop ta vabi nai parlam na hoye gelo???,negative
Result ta onkta average mathay nai ...,neutral
Gaan ta mama common asol ...,neutral
Class er sotti chalai neya jay hoy,neutral
Amar mone hoy awesome cupaiiiiii gelo ❤️ ...,positive
Assignment ta sotti boring khuuub kharap ...,negative
result ta matha nosto kharap khb kharap 😭 ...,negative
Vibe ta chalai neya jay mathay nai,neutral
amar kono rokom thaake,neutral
khawa ta dekhi boring khub kharap 👎,negative
phone ta annoyinggggg hoilo na 💔,negative
Boss er ki bolbo ekdom ghorator baje lagse 😭 😅,negative
assignment ta onekta boring chinta hocche 💔,negative
Ajker disgusting baje lagse 🤮,negative
laptop ta asolei average asol,neutral
sokal ta mama temon bhalo na mathay nai,neutral
Boss er bakwas hoilo na 😡???,negative
phone ta shanti chilo ❤️!!,positive
Coding ta khoob chalai neya jay kora hoy nai,neutral
chayer adda ta khb brilliant pelam 😍 😂,positive
Match ta onno rokom laglo 🔥,positive
bazar e khb top class pelam,positive
bus e kono rokom asol ...,neutral
Match ta onkta common kora hoy nai 😂,neutral
Eid er plan asolei zero level baje lagse,negative
Eid er plan mama adhure baje lagse 😡,negative
Ajker sotti disgusting hoilo na,negative
Sokal ta asolei masti chilo!!,positive
brother er typical thaake 🙄,neutral
Internet ta eta to useless atke gelam,negative
Family te so-so mathay nai ...,neutral
friend ra ki bolbo just okay thaake ...,neutral
exam er ar ki bakwas hoilo na 😞 🙄,negative
brother er irritating khb khrp 💔 🙄,negative
Internet ta extreme chilo 🥰 🙄,positive
assignment ta vibe ta normal asol,neutral
Ei shunlam bakwas chinta hocche 😞???,negative
Ei asolei thik e ache mathay nai :),neutral
Gaan ta onekta normal choltese ...,neutral
Matchhhhh ta awesome hoisechilo 🔥,positive
movie ta boring hoye gelo 💔!!,negative
assignment ta top class enjoy korlam 🔥,positive
class er ki bolbo useless gelo ❌ 🙄,negative
Khawa ta mama moderate thaake,neutral
Amar mone hoy common hoy,neutral
Brother er chomokdar enjoy korlam,positive
khawa ta dekhi common mathay nai???,neutral
Bosssssss er average thaake,neutral
oir dekhi sera chilo,positive
khawa ta typical choltese,neutral
traffic ta parlam na khb khrp 😭 😂,negative
Internet ta mone hoy onno rokom laglo 🙌,positive
Coding ta khoob typical asol 😂,neutral
Ei bas tension er atke gelam,negative
internet ta bas jossh chilo 😍,positive
Eid er plan mone hoy thik e ache choltese ...,neutral
Friend ra matha nosto kharap gelo,negative
brother er parlam na hoye gelo 💔???,negative
Family te temon blo na kora hoy nai,neutral
Traffic ta asolei darun laglo 🔥 😅,positive
Ajkerrr typical hoy 😂,neutral
boss er puro baje khoob kharap,negative
Ei common cholteseeee,neutral
Class er brilliant cupai gelo ✅ 🙄,positive
Exam er ki bolbo level up dekha jabe 🥰 :),positive
movie ta ki bolbo fatafati enjoy korlam 🙌 🙄,positive
review ta ok ache mathay nai,neutral
Ajker matha nosto kharaaap khub kharaaap 😡,negative
Gaan ta thik e ache choltese,neutral
Phone ta ki bolbo matha betha baje lagse 👎???,negative
assignment ta ki bolbo awesome palam 🙌!!,positive
Weather ta ki bolbo masti chilo ✨ ...,positive
coding ta heavy palam ❤️ :),positive
Match ta bas typical kora hoy nai 😅,neutral
Chayer adda ta khoob thik e ache choltese!!,neutral
amarrr darun laglo 🙄,positive
phone ta tension er hoilo na 😅,negative
Coding ta tension er chinta hocche :),negative
ajker so-so choltese,neutral
Chayer adda ta ekdom mojadarrrrrr dekha jabe,positive
Chayer adda ta dekhi parlam na baje lagse 😡 :),negative
Laptop ta awesome chilo 😍,positive
eid er plan useless khub kharaaap 😂,negative
weather ta ki bolbo ekdom ghorator chinta hocche ❌,negative
internet ta heavy dekha jabe???,positive
Review ta chalai neya jay thaake!!,neutral
chayer adda ta dekhi zero level chinta hocche,negative
Oir ar ki normal choltese,neutral
Amar mama slow baje lagse 😞,negative
Brother er vibe ta lit chilo 🙄,positive
Ei asolei irritating hoilo na 👎,negative
Laptop ta fatafati palam 🔥,positive
khawa ta fatafati cupai gelo 🥳,positive
Eid er plan dekhi chalai neya jay hoy,neutral
Ei asolei just okay mathay nai,neutral
internet ta ekdom fresh pelam 🔥,positive
Family te ar ki irritating khb khrp,negative
Ajker agoon pelam!!,positive
class er puro slow atke gelam???,negative
Bazar e parlam na khub khrp 👎 :),negative
Ei shunlam normal choltese,neutral
Assignment ta zero level bajeeee lagse,negative
coding ta kopa chilo ✨ 😂,positive
Ajker valoo hoisechilo 💥,positive
Weather ta onekta heavy cupai gelo 🥳,positive
class er masti hise 🥳,positive
result ta shunlam disgusting hoye gelo,negative
internet ta annoying atke gelam 😞 😂,negative
Internet ta mama chomokdar chilo 🥳,positive
Review ta onekhta moderate thaake,neutral
Boss er eta to ghatiya baje lagse ❌,negative
Bazar e shunlam normal asol 🙄,neutral
internet ta dekhi ekdom ghorator khoob kharap,negative
khawa ta waste of time hoye gelo,negative
Coding ta asolei agoon laglo 🙌 ...,positive
job ta dekhi just okay thaake,neutral
Ei ar ki common choltese,neutral
friend ra puro matha betha atke gelam 🤬 😅,negative
movie ta adhure hoye gelo 😡,negative
Coding ta onekta lit dekhaaa jabe 😅,positive
Ajker ar ki ghatiya chinta hocche 😞,negative
bus e blo palam 🙄,positive
job ta ok ache asol,neutral
internet ta sotti super dekha jabe 🙄,positive
Amar vabi nai masti enjoy korlam ✨,positive
assignment ta bas fatafati chilo ✨ 😂,positive
amar khuuub awesome chilo ❤️ :),positive
Sokal ta temon bhalo na asolll,neutral
assignmenttt ta irritating baje lagse,negative
khawa ta asolei slow baje lagse 💔,negative
Ajker onekta thik e ache hoy ...,neutral
weather ta useless khub kharap 🤬,negative
Weather ta heavy chilo 🥳,positive
Result ta ar ki zero level gelo 🤮,negative
eid er plan eta to thik thak mathayyyyyy nai 🙄,neutral
Brother er shunlam fatafati cupai gelo,positive
Ajker puro jossh cupaiiiii gelo 🥳,positive
laptop ta mind blowing hise 😂,positive
Boss er asolei disgusting atke gelam 💔,negative
match ta bas lit pelam ✅,positive
exam er khub so-so hoy,neutral
friend ra khub normal choltese,neutral
laptop ta khub chalai neya jay kora hoy nai 😅,neutral
coding ta disgusting gelo 😭 ...,negative
weather ta vabi nai birokto khub kharap 😂,negative
Traffic ta matha nosto kharap hoilo na,negative
class er sotti jossh chilo,positive
Friend ra just okay thaake 😅,neutral
Gaan ta faltu hoilo na 😞,negative
Phone ta irritating gelo 💔,negative
Assignment ta onekta chalai neya jay thaake ...,neutral
brother er dekhi average kora hoy nai,neutral
result ta sera chilo ✅???,positive
Laptop ta typical choltese 😂,neutral
job ta khuuub thik e ache thaake 🙄,neutral
Internet ta vibe ta annoying gelo 🙄,negative
Brother er puro chomokdar pelam,positive
traffic ta tension er chinta hocche ...,negative
Khawa ta ki bolbo temon valo na kora hoy nai,neutral
Class er ekdom fresh enjoy korlam ❤️ ...,positive
Oir puro ghatiya chinta hocche 🤮,negative
Exam er annoying hoyeeeeee gelo 😞 🙄,negative
oir op palam 🙄,positive
ajker typical thaake,neutral
Laptop ta ki bolbo annoying hoye gelo 😡,negative
Traffic ta khuuub temon blo na asol,neutral
Phone ta bakwas atke gelam 🤬 😅,negative
movie ta so-so hoy,neutral
Amar dekhi moderate asol,neutral
Family te annoying hoye gelo 🤬???,negative
match ta chalai neya jay mathay nai,neutral
Vibe ta sera chilo 💥,positive
chayer adda ta tension er atke gelam ❌???,negative
Khawa ta dekhi ok ache mathay nai,neutral
job ta op enjoy korlam ❤️,positive
boss er asolei masti enjoy korlam 😂,positive
Result ta bas slow gelo 👎???,negative
gaan ta just okay choltese???,neutral
Assignment ta just okay thaake,neutral
Internet ta thik e ache mathay nai,neutral
review ta typical mathay nai,neutral
exam er shunlam ok ache kora hoy nai 😂,neutral
eid er plan ar ki typical kora hoy nai???,neutral
Laptop ta dekhi common hoy???,neutral
Boss er mone hoy temon bhalo na cholteseee,neutral
review ta khub just okay choltese,neutral
Job ta bakwas gelo ❌!!,negative
internet ta super dekha jabe ✨,positive
traffic ta dekhi kono rokom asol,neutral
Gaan ta bas thik thak hoy,neutral
friend ra chalai neya jay hoy 😅,neutral
weather ta puro level up palam,positive
sokal ta vabi nai so-so choltese ...,neutral
Class er average choltese,neutral
Ei ekdom chomokdar chilo,positive
match ta birokto gelo 😡,negative
traffic ta asolei shanti chilo 🔥,positive
Vibe ta dekhi matha betha baje lagse,negative
family te vabi nai kopa laglo 💥 ...,positive
Traffic ta jossh chilo 🥰,positive
Internet ta mojadar hoise 🥰!!,positive
internet ta fatafati cupai gelo 💥,positive
Friend ra eta to adhure hoye gelo ...,negative
Review ta mama disgusting baje lagse ❌,negative
gaan ta boring atke gelam ❌,negative
oir puro boring baje lagse 🤬,negative
Assignment ta slow hoye gelo 😡,negative
boss er thik thak hoy!!,neutral
Khawaaaaaa ta mone hoy average hoy,neutral
Family te vabi nai chalai neya jay choltese :),neutral
exam er vabi nai so-so mathay nai,neutral
Sokal ta sotti normal mathay nai 😂,neutral
phone ta ki bolbo slow baje lagse 😅,negative
Eid er plan mone hoy darun laglo 😅,positive
gaannnnn ta mama moderate mathay nai!!,neutral
Vibe ta disgusting khub khrp 🤮!!,negative
traffic ta shunlam just okay koraaaaaa hoy nai,neutral
Family te moderate hoy,neutral
Ajker puro moderate mathay nai :),neutral
gaan ta chalai neya jay kora hoy nai,neutral
Brother er sotti irritating hoye gelo 😡 😂,negative
eid er plan super cupai gelo ❤️???,positive
result ta valoo dekha jabe 🥰,positive
bazar e onekhta typical mathay nai,neutral
Bazar e temon blo na hoy 😅,neutral
Family te bas extreme pelam 💥 😂,positive
Assignment ta extreme enjoy korlam,positive
Match ta asolei top class palam,positive
Match ta bas extreme enjoy korlam ✨???,positive
Exam er asolei awesome enjoy korlam ❤️,positive
Brother er ok ache thaake,neutral
oir vibe ta thik thak kora hoy nai 😅,neutral
Boss er mojadar enjoy korlam 🔥 😂,positive
Match ta vibe ta tensionnnnnn er hoye gelo 😭 🙄,negative
Phone ta ki bolbo masti hise 🔥,positive
Job ta fire dekha jabe 💥,positive
Vibe ta dekhi zero level hoye gelo 😡,negative
Traffic ta op dekha jabe ✅,positive
traffic ta waste of time hoilo na 🤮 😅,negative
Boss er ekdom zero level atke gelam 👎,negative
Bus e khb matha nosto khrp khb khrp,negative
Movie ta thik e ache thaake,neutral
Review ta brilliant laglo,positive
oir just okay kora hoy nai ...,neutral
Class er birokto chinta hocche 👎???,negative
result ta ar ki normal kora hoy nai,neutral
assignmenttttt ta birokto hoilo na 🤮???,negative
Sokal ta mone hoy birokto atke gelam 😞,negative
sokal ta khoob kono rokom choltese 😅,neutral
Eid er plan eta to average asol,neutral
laptop ta matha nosto kharap hoilo na 👎,negative
sokal ta ki bolbo chalai neya jay choltese,neutral
bus e sotti shanti chilo 🔥 😂,positive
Brother er puro awesomeeeeee hoisechilo 🥰!!,positive
Phone ta mama faltu atke gelam 😭 ...,negative
class er vabi nai so-so kora hoy nai,neutral
bus e heavyyyyyy dekha jabe 🥳!!,positive
Vibe ta darun hoyecheeee 🔥,positive
Ajker ekdom just okay mathay nai,neutral
chayer adda ta onekhta puro baje baje lagse,negative
match ta mama annoying khub kharaaap 🤬,negative
Result ta shunlam kopa cupai gelo,positive
Gaan ta ekdom parlam na hoye gelo 🤮,negative
Review ta asolei birokto baje lagse 👎,negative
Gaan ta ki bolbo ghatiya hoilo na 👎,negative
Class er ok ache choltese,neutral
Coding ta temon blo na mathay nai 😅,neutral
Weather ta lit palam 🥳 :),positive
Sokal ta vabi nai moderate thaake ...,neutral
bazar e puro baje baje lagse 😞 😂,negative
Sokal ta mama mojadar enjoy korlam 😍,positive
gaan ta tension er baje lagse 😭 🙄,negative
traffic ta agoon cupai gelo,positive
bazar e typical thaake 😂,neutral
friend ra bas onnooo rokom palam???,positive
Boss er shunlam kopa pelam ✅ ...,positive
Sokal ta mama ekdom ghorator khb kharaaap 🤮,negative
Exam er khub so-so kora hoy nai,neutral
Family te shanti dekha jabe :),positive
Movie ta ekdom ghorator hoilo na 😞,negative
brother er just okayyyyy choltese 😂,neutral
Laptop ta temon valo na kora hoy nai,neutral
Eid er plan vabi nai level up dekha jabe 🥳 😂,positive
Phone ta vibe ta waste of time chinta hocche ❌,negative
sokal ta mone hoy extreme enjoy korlam,positive
Job ta eta to zero level khoob khrp 💔,negative
Phone ta eta to heavy dekha jabe 🥳,positive
Brother er dekhi ekdom ghorator hoye gelo 🤬,negative
Vibe ta asolei so-so thaake???,neutral
coding ta super hise 😍 😅,positive
job ta boring khb kharaaap ❌,negative
Match ta lit laglo ✅???,positive
Ei eta to kono rokom mathay nai,neutral
Friend ra matha nosto kharap hoye gelo 😡 😅,negative
assignment ta shunlam temon valoo na asol,neutral
eid er plan asolei typical choltese 😂,neutral
ei chomokdar hoyeche ✨ 😅,positive
movie ta ekdom disgusting hoilo na 👎,negative
Oir ekdom ghorator khuuub khrp 👎,negative
Amar asolei average hoy,neutral
traffic ta just okay asol,neutral
Brother er boring chinta hocche???,negative
khawa ta mone hoy matha nosto kharap atke gelam ...,negative
boss er heavy palam ✨ 😂,positive
Brother er puro slow hoye gelo :),negative
Match ta bas fire palam 💥,positive
result ta dekhi birokto baje lagse 🤬,negative
Job ta shunlam kopa hoyeche,positive
Chayer adda ta op laglo 🙌,positive
Eid er plan onno rokom chilo 🙌,positive
gaan ta puro common mathay nai 😅,neutral
Oir top class palam 🔥,positive
exam er ekdom boring chinta hocche 😞,negative
Sokal ta bas normal asol!!,neutral
internet ta moneeee hoy faka baje lagse ...,negative
Chayer adda ta puro kopa chilo???,positive
Gaan ta tension er atke gelam,negative
Match ta extreme laglo 💥 🙄,positive
Oir bas mathaaaaa nosto kharap hoilo na 🤬 🙄,negative
Assignment ta lit dekha jabe,positive
Ajker ok ache thaakeeeee 😅,neutral
bazar e average asol,neutral
oir temon valoo na mathay nai,neutral
vibe ta mama darun enjoy korlam :),positive
Review ta onkta average choltese 🙄,neutral
ajker fatafati palam ❤️,positive
sokal ta shunlam so-so asol,neutral
Match ta sera pelam 🥰,positive
Laptop ta ar ki waste of time gelo,negative
review ta ekdom ok ache hoy,neutral
Brother er op pelam ✅ ...,positive
Internet ta mama ok ache asol,neutral
Review ta puro ghatiya khuuub khrp 👎,negative
Movie ta asolei parlam na chinta hocche,negative
bus e shunlam brilliant hoise ✅,positive
Laptop ta lit enjoy korlam 🥰 🙄,positive
result ta vibe ta heavy hise ✨ ...,positive
Gaan ta vabi nai chalai neya jay hoy,neutral
Vibe ta average kora hoy nai,neutral
Vibe ta bas common thaake,neutral
Coding ta eta to boring gelo,negative
Ei ar ki thik e ache mathay nai???,neutral
bus e mama sera enjoy korlam ❤️!!,positive
Oir parlam na gelo,negative
assignment ta annoying chinta hocche 👎 :),negative
Internet ta asolei parlam na atke gelam 🤮,negative
Amar eta to tension er chinta hocche???,negative
Ei slow hoye gelo 😅,negative
internet ta vibe ta chomokdar laglo???,positive
Traffic ta onekkkta lit chilo 🔥 :),positive
Chayer adda ta vibe ta kopa chilo 😍,positive
Oir just okay choltese!!,neutral
match ta jossh pelam 😅,positive
laptop ta puro just okay kora hoy nai!!,neutral
Friend ra ar ki level up pelam,positive
Result ta op laglo 🥳 ...,positive
Oir slow gelo 😭,negative
khawa ta mama chalai neya jay hoy,neutral
Traffic ta sotti waste of time baje lagse 💔 😅,negative
internet ta shunlam parlam na khuuub kharap ...,negative
Friend ra mama matha betha chinta hocche,negative
Job ta annoying khb kharap 😂,negative
khawa ta vabi nai chomokdar cupai gelo ✅ ...,positive
match ta eta to matha nosto kharaaap atke gelam :),negative
Phone ta kono rokom choltese,neutral
Internet ta moderate choltese!!,neutral
amar vabi nai irritating gelo 💔,negative
Family te vabi nai moderate thaakeeee,neutral
Match ta puro just okay choltese 😅,neutral
exam er ki bolbo just okay mathay nai 😂,neutral
Internet ta onekhta super enjoy korlam ✨ 😂,positive
boss er ki bolbo moderate asol,neutral
Review ta ki bolbo brilliant laglo 🙌 :),positive
Bus e onekkkta zero level baje lagse,negative
class er zero level gelo 😂,negative
Weather ta chalai neya jay choltese,neutral
Phone ta mamaaa masti laglo???,positive
Traffic ta ki bolbooo birokto chinta hocche 🤬 🙄,negative
vibe ta mone hoy just okay asol,neutral
sokal ta shanti chilo,positive
Laptop ta agoon enjoy korlam 🥰,positive
weather ta bakwas khuuub kharap ...,negative
oir faltu khb kharap 😞 😂,negative
vibe ta sotti common mathay nai ...,neutral
review ta typical mathay nai 🙄,neutral
boss er ar ki puro baje chinta hocche,negative
Result ta asolei ekdom ghorator gelo ❌,negative
Gaan ta khuuub parlam na khuuub kharap 😭,negative
match ta mama useless hoye gelo,negative
weather ta moderate thaake,neutral
Family te fire hise,positive
gaan ta thik thak choltese,neutral
Friend ra asolei mojadar enjoy korlam ✅,positive
khawa ta asoleiiiii irritating baje lagse ❌,negative
Ajker khuuubbbb thik e ache choltese!!,neutral
friend ra mone hoy matha betha atke gelam 🤮,negative
brother er annoying hoilo na ❌ 😅,negative
Internet ta ekdom ekdom ghorator hoye gelo,negative
bazar e shunlam puro baje hoye gelo,negative
Khawa ta asolei average choltese 🙄,neutral
Weather ta mone hoy darun cupaiii gelo,positive
weather ta brilliant cupai gelo,positive
Amar mama onno rokom laglo 😍 ...,positive
Traffic ta ok ache hoy,neutral
Oir ar ki tension er baje lagse 🤬???,negative
brother er dekhi faka atke gelam 😅,negative
oir khb boring hoye gelo 🤮 ...,negative
bus e agoon palam 🥳,positive
internet ta vabi nai normal hoy,neutral
boss er ok ache kora hoy nai,neutral
weather ta mama heavy dekha jabe 😍,positive
Exam er puro fatafati pelam 🥰,positive
Sokalllll ta ekdom fresh laglo 💥,positive
exam er sotti annoying hoilo na,negative
Traffic ta waste of time khub kharaaap 😅,negative
Amar vabi nai extreme pelam :),positive
Eid er plan boring khoob khrp,negative
khawa ta slowww gelo 🤮 ...,negative
Gaan ta puro normal choltese,neutral
Laptop ta dekhi heavy cupai gelo 😍 🙄,positive
Internet ta dekhi faltu atke gelam,negative
phone ta agoon palam,positive
Chayer adda ta awesomeeeeee palam 🥳,positive
Gaan ta so-so choltese,neutral
eid er plan matha nosto kharap gelo ❌,negative
Bazar e ki bolbo awesome cupai gelo ❤️???,positive
Amar ki bolbo normal kora hoy nai,neutral
Class er asolei mojadar enjoy korlam 🥰,positive
Bazar e so-so choltese,neutral
Internet ta temon blo na thaake,neutral
Match ta khuuub chomokdar cupai gelo ...,positive
oir onekhta matha nosto kharaaap hoilo na 👎,negative
bus e mone hoy top classsss cupai gelo 😍,positive
ei shunlam just okay thaake???,neutral
assignment ta typical mathay nai,neutral
chayer adda ta eta to matha nosto kharap gelo 💔,negative
result ta asolei top class cupai gelooooo,positive
friend ra ki bolbo ekdom ghorator hoilo na 🤮,negative
Movie ta irritating gelo 👎 ...,negative
sokal ta super chilo 🙌 🙄,positive
Coding ta ok ache thaake ...,neutral
bus e average asol ...,neutral
job ta khb so-so hoy,neutral
Movie ta shunlam common mathay nai,neutral
Oir khub ok ache mathay nai 😂,neutral
eid er plan onkta faka gelo 👎,negative
movie ta ki bolbo top class cupai gelo 🔥!!,positive
sokal ta disgusting khoob kharaaap 🤬,negative
Internet ta useless atke gelam 😡 🙄,negative
weather ta shunlam just okay choltese 😂,neutral
Class er vabiiii nai useless baje lagse,negative
Chayer adda ta ghatiya hoye gelo 👎,negative
Eid er plan ar ki op hoyeche 💥,positive
Job ta valo dekha jabe ✅,positive
Oir ghatiya chinta hocche!!,negative
Exam er kopa laglo 😅,positive
Weather ta eta to chalai neya jay hoy,neutral
Exam er temon bhalo na hoy???,neutral
Chayer adda ta ekdom typical asol,neutral
assignment ta thik e ache choltese 🙄,neutral
friend ra puro disgusting hoye gelo 🤬,negative
match ta asolei thik e ache asol,neutral
Laptop ta average thaake!!,neutral
Ajker puro top class pelam ❤️,positive
friend ra ekdom matha betha atke gelam,negative
Family te bas waste of time khub khrp,negative
chayer adda ta dekhi waste of time hoilo na 💔???,negative
chayer adda ta lit chilo 💥,positive
Weather ta bas normal thaake!!,neutral
Boss er chalai neya jay kora hoy nai,neutral
Gaan ta khoob matha nosto khrp hoye gelo???,negative
Brother er ok ache thaake :),neutral
Bus e ar ki sera pelam,positive
Movieee ta average choltese ...,neutral
Bazar e onkta so-so thaake,neutral
match ta fatafati dekha jabe 😅,positive
Result ta fire hise,positive
Sokal ta dekhi adhure chinta hocche,negative
class er ok ache asol,neutral
khawa ta faka chinta hocche 🤬,negative
Eid er plan mone hoy average choltese 😂,neutral
sokalll ta sotti mojadar dekha jabe,positive
Assignment ta brilliant palammmm 🥰,positive
Laptop ta khuuub faltu chinta hocche 😞 :),negative
Review ta khoob lit enjoy korlam 😍 ...,positive
Vibe ta mone hoy kono rokom hoy,neutral
Weather ta useless hoilo na,negative
Eid er plan shanti dekha jabe ✨,positive
Ajker khb adhure atke gelam 🙄,negative
bus e chalai neya jay hoy,neutral
assignment ta khoob fatafati cupai gelo,positive
Bus e mone hoy ekdom ghorator hoye gelo 💔 :),negative
bus e masti palam!!,positive
Brother er temon blo na hoy,neutral
